instance_id,repo,target_file,target_symbol,bundle_type,symbol_count,file_count,token_count,content_signature,exact_signature_hit_rate,overlap_with_file_prefix,expansion_ratio,includes_imports,includes_tests,precision_priority,precision_hypothesis,reason,files,symbols
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns,ast_function_only,1,1,224,ff431f56624f4b08,1.0,0.4050632911392405,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns,call_neighborhood_1hop,1,1,224,ff431f56624f4b08,1.0,0.4050632911392405,1.0,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns,reverse_callers_1hop,6,1,807,78a82f2c3c455c21,1.0,1.0,3.6026785714285716,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns;BaseTimeSeries._delay_required_column_checks;BaseTimeSeries;autocheck_required_columns.decorator_method.wrapper;autocheck_required_columns.decorator_method;autocheck_required_columns
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns,import_dependency_bundle,1,1,242,a0fd839e5b74ac03,1.0,0.4376130198915009,1.0803571428571428,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries._check_required_columns,test_target_bundle,4,2,388,dac02425952e95aa,1.0,0.701627486437613,1.7321428571428572,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/timeseries/core.py;astropy/timeseries/tests/test_sampled.py,BaseTimeSeries._check_required_columns;test_empty_initialization;test_empty_initialization_invalid;test_initialize_only_time
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries,ast_function_only,1,1,318,fd90e520c7f8fbdc,1.0,0.5750452079566004,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/timeseries/core.py,BaseTimeSeries
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries,call_neighborhood_1hop,2,1,542,e67e039b258cbf4b,1.0,0.9801084990958409,1.7044025157232705,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/timeseries/core.py,BaseTimeSeries;BaseTimeSeries._check_required_columns
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries,reverse_callers_1hop,1,1,318,fd90e520c7f8fbdc,1.0,0.5750452079566004,1.0,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/timeseries/core.py,BaseTimeSeries
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries,import_dependency_bundle,1,1,336,ddb74a246bf3c01a,1.0,0.6075949367088608,1.0566037735849056,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/timeseries/core.py,BaseTimeSeries
astropy__astropy-13033,astropy/astropy,astropy/timeseries/core.py,BaseTimeSeries,test_target_bundle,4,2,482,d0e9182468617b3d,1.0,0.8716094032549728,1.5157232704402517,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/timeseries/core.py;astropy/timeseries/tests/test_sampled.py,BaseTimeSeries;test_empty_initialization;test_empty_initialization_invalid;test_initialize_only_time
astropy__astropy-13236,astropy/astropy,astropy/table/table.py,TableReplaceWarning,ast_function_only,1,1,68,c372fd39fcab920b,1.0,0.06500956022944551,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/table/table.py,TableReplaceWarning
astropy__astropy-13236,astropy/astropy,astropy/table/table.py,TableReplaceWarning,call_neighborhood_1hop,1,1,68,c372fd39fcab920b,1.0,0.06500956022944551,1.0,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/table/table.py,TableReplaceWarning
astropy__astropy-13236,astropy/astropy,astropy/table/table.py,TableReplaceWarning,reverse_callers_1hop,1,1,68,c372fd39fcab920b,1.0,0.06500956022944551,1.0,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/table/table.py,TableReplaceWarning
astropy__astropy-13236,astropy/astropy,astropy/table/table.py,TableReplaceWarning,import_dependency_bundle,1,1,354,ec83c7223afaad7b,1.0,0.3384321223709369,5.205882352941177,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/table/table.py,TableReplaceWarning
astropy__astropy-13236,astropy/astropy,astropy/table/table.py,TableReplaceWarning,test_target_bundle,7,3,810,e5103a850bfd82b0,1.0,0.7743785850860421,11.911764705882353,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/table/table.py;astropy/table/tests/test_mixin.py;astropy/table/tests/test_table.py,TableReplaceWarning;test_attributes;test_make_table;test_io_ascii_write;test_sort_kind;test_copy;test_copy_masked
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs,ast_function_only,1,1,514,d936297f8a33a771,1.0,0.4524647887323944,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs,call_neighborhood_1hop,1,1,514,d936297f8a33a771,1.0,0.4524647887323944,1.0,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs,reverse_callers_1hop,1,1,514,d936297f8a33a771,1.0,0.4524647887323944,1.0,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs,import_dependency_bundle,1,1,673,70c0b8e3e6f12c22,1.0,0.5924295774647887,1.3093385214007782,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/__init__.py,make_transform_graph_docs,test_target_bundle,4,2,1641,95125666d491bebc,1.0,1.0,3.192607003891051,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/coordinates/builtin_frames/__init__.py;astropy/coordinates/tests/test_intermediate_transformations.py,make_transform_graph_docs;test_icrs_cirs;test_icrs_gcrs;test_icrs_gcrs_dist_diff
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete,ast_function_only,1,1,73,3e7b2c3ead951441,1.0,0.05407407407407407,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete,call_neighborhood_1hop,2,1,332,ef23bb5594f40d46,1.0,0.24592592592592594,4.5479452054794525,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete;tete_to_itrs_mat
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete,reverse_callers_1hop,1,1,73,3e7b2c3ead951441,1.0,0.05407407407407407,1.0,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete,import_dependency_bundle,1,1,141,f7e610886e20b04c,1.0,0.10444444444444445,1.9315068493150684,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_tete,test_target_bundle,4,2,1200,69ef4b49ce2f2100,1.0,0.8888888888888888,16.438356164383563,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py;astropy/coordinates/tests/test_intermediate_transformations.py,itrs_to_tete;test_icrs_cirs;test_icrs_gcrs;test_icrs_gcrs_dist_diff
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs,ast_function_only,1,1,73,1e2574a7f05de5d8,1.0,0.05407407407407407,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs,call_neighborhood_1hop,2,1,205,422ad9a96a37cbe2,1.0,0.15185185185185185,2.808219178082192,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs;cirs_to_itrs_mat
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs,reverse_callers_1hop,1,1,73,1e2574a7f05de5d8,1.0,0.05407407407407407,1.0,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs,import_dependency_bundle,1,1,141,34a59bc9900089bd,1.0,0.10444444444444445,1.9315068493150684,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,itrs_to_cirs,test_target_bundle,4,2,1200,8ff5e53618021b49,1.0,0.8888888888888888,16.438356164383563,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py;astropy/coordinates/tests/test_intermediate_transformations.py,itrs_to_cirs;test_icrs_cirs;test_icrs_gcrs;test_icrs_gcrs_dist_diff
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs,ast_function_only,1,1,71,bfb49dc882e37992,1.0,0.052592592592592594,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs,call_neighborhood_1hop,2,1,330,f000f4894a269044,1.0,0.24444444444444444,4.647887323943662,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs;tete_to_itrs_mat
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs,reverse_callers_1hop,1,1,71,bfb49dc882e37992,1.0,0.052592592592592594,1.0,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs,import_dependency_bundle,1,1,139,ffa740f4f78ae524,1.0,0.10296296296296296,1.9577464788732395,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py,tete_to_itrs,test_target_bundle,4,2,1198,ad68e7ba40dbe6fb,1.0,0.8874074074074074,16.87323943661972,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py;astropy/coordinates/tests/test_intermediate_transformations.py,tete_to_itrs;test_icrs_cirs;test_icrs_gcrs;test_icrs_gcrs_dist_diff
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location,ast_function_only,1,1,66,d03f71a6d1e8442b,1.0,0.25680933852140075,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location,call_neighborhood_1hop,1,1,66,d03f71a6d1e8442b,1.0,0.25680933852140075,1.0,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location,reverse_callers_1hop,1,1,66,d03f71a6d1e8442b,1.0,0.25680933852140075,1.0,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location,import_dependency_bundle,1,1,107,1826f4772b931bb7,1.0,0.4163424124513619,1.621212121212121,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS.earth_location,test_target_bundle,4,2,1193,bc403c8fb115c082,1.0,1.0,18.075757575757574,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/coordinates/builtin_frames/itrs.py;astropy/coordinates/tests/test_intermediate_transformations.py,ITRS.earth_location;test_icrs_cirs;test_icrs_gcrs;test_icrs_gcrs_dist_diff
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS,ast_function_only,1,1,163,806cb44dbce9d4e1,1.0,0.6342412451361867,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/coordinates/builtin_frames/itrs.py,ITRS
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS,call_neighborhood_1hop,1,1,163,806cb44dbce9d4e1,1.0,0.6342412451361867,1.0,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/coordinates/builtin_frames/itrs.py,ITRS
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS,reverse_callers_1hop,18,3,4814,01efbbff1ae4059c,1.0,1.0,29.533742331288344,False,True,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/coordinates/builtin_frames/intermediate_rotation_transforms.py;astropy/coordinates/builtin_frames/itrs.py;astropy/coordinates/tests/test_intermediate_transformations.py,ITRS;itrs_to_teme;teme_to_itrs;TestGetLocationGCRS.setup_class;TestGetLocationGCRS;test_cirs_itrs;test_cirs_itrs_topo;test_gcrs_altaz;test_gcrs_altaz_bothroutes;test_gcrs_cirs;test_gcrs_hadec;test_gcrs_itrs;test_icrs_gcrscirs_sunish;test_itrs_straight_overhead;test_itrs_topo_to_altaz_with_refraction;test_itrs_topo_to_hadec_with_refraction;test_teme_itrf;test_tete_transforms
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS,import_dependency_bundle,1,1,204,8945d163c34155ac,1.0,0.7937743190661478,1.2515337423312884,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/coordinates/builtin_frames/itrs.py,ITRS
astropy__astropy-13398,astropy/astropy,astropy/coordinates/builtin_frames/itrs.py,ITRS,test_target_bundle,4,2,1290,2b640b8c28f06a43,1.0,1.0,7.914110429447852,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/coordinates/builtin_frames/itrs.py;astropy/coordinates/tests/test_intermediate_transformations.py,ITRS;test_icrs_cirs;test_icrs_gcrs;test_icrs_gcrs_dist_diff
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML.write,ast_function_only,1,1,1005,21490a98d98c0dfa,1.0,1.0,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/io/ascii/html.py,HTML.write
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML.write,call_neighborhood_1hop,3,1,1169,6322edb6aae2b586,1.0,1.0,1.16318407960199,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/io/ascii/html.py,HTML.write;HTML.fill_values;ListWriter
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML.write,reverse_callers_1hop,13,2,4501,a961431a83427d2c,1.0,1.0,4.478606965174129,False,True,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/io/ascii/html.py;astropy/io/ascii/tests/test_html.py,HTML.write;test_listwriter;test_multi_column_write_table_html_fill_values_masked;test_multicolumn_table_html_fill_values;test_multicolumn_write;test_multicolumn_write_escape;test_raw_html_write;test_raw_html_write_clean;test_write_no_multicols;test_write_table_formatted_columns;test_write_table_html_fill_values;test_write_table_html_fill_values_masked;test_write_table_html_fill_values_optional_columns
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML.write,import_dependency_bundle,1,1,1029,c66d9ecd1a2a66c1,1.0,1.0,1.0238805970149254,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/io/ascii/html.py,HTML.write
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML.write,test_target_bundle,4,2,1514,7e03efdc0eb31905,1.0,1.0,1.5064676616915422,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/io/ascii/html.py;astropy/io/ascii/tests/test_html.py,HTML.write;test_soupstring;test_listwriter;test_identify_table
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML,ast_function_only,1,1,1789,04a5612ce4522921,1.0,1.0,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/io/ascii/html.py,HTML
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML,call_neighborhood_1hop,9,2,2360,5f44cca230028654,1.0,1.0,1.3191727221911682,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/io/ascii/html.py;astropy/modeling/core.py,HTML;HTML.__init__;HTML.fill_values;HTML.read;HTMLOutputter;ListWriter.__init__;ListWriter;SoupString.__init__;Model.deepcopy
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML,reverse_callers_1hop,4,2,3210,e2e951df0eb76c55,1.0,1.0,1.7942984907769703,False,True,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/io/ascii/html.py;astropy/io/ascii/tests/test_html.py,HTML;test_multicolumn_write;test_multicolumn_write_escape;test_write_no_multicols
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML,import_dependency_bundle,1,1,1813,4e1d071a724522ec,1.0,1.0,1.0134153158188932,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/io/ascii/html.py,HTML
astropy__astropy-13453,astropy/astropy,astropy/io/ascii/html.py,HTML,test_target_bundle,4,2,2298,ea893fc56c7f9e2a,1.0,1.0,1.2845164896590273,False,True,medium,task-aligned variant for SWE-style repair; useful for output-drift and pass@1 non-degradation checks,target plus changed/FAIL_TO_PASS test functions,astropy/io/ascii/html.py;astropy/io/ascii/tests/test_html.py,HTML;test_soupstring;test_listwriter;test_identify_table
astropy__astropy-13977,astropy/astropy,astropy/units/quantity.py,Quantity._result_as_quantity,ast_function_only,1,1,372,12b473a6cb8a5444,1.0,0.40390879478827363,1.0,False,False,medium,baseline exact target span; useful when the patch-local symbol is self-contained,target function/method/class only,astropy/units/quantity.py,Quantity._result_as_quantity
astropy__astropy-13977,astropy/astropy,astropy/units/quantity.py,Quantity._result_as_quantity,call_neighborhood_1hop,4,1,1296,61f925e0f966e745,1.0,1.0,3.4838709677419355,False,False,high,expected to improve lossy precision when target behavior depends on local helpers or dispatch utilities,target plus statically resolved direct callees,astropy/units/quantity.py,Quantity._result_as_quantity;Quantity._new_view;Quantity._set_unit;SpecificTypeQuantity._set_unit
astropy__astropy-13977,astropy/astropy,astropy/units/quantity.py,Quantity._result_as_quantity,reverse_callers_1hop,5,1,15963,2aad40d021e8b389,1.0,1.0,42.91129032258065,False,False,diagnostic,diagnostic high-context variant; may increase semantic alignment but also raises drift risk from caller/test-specific context,target plus same-repo callers that reference it,astropy/units/quantity.py,Quantity._result_as_quantity;Quantity.__array_function__;Quantity.__array_ufunc__;Quantity._wrap_function;Quantity
astropy__astropy-13977,astropy/astropy,astropy/units/quantity.py,Quantity._result_as_quantity,import_dependency_bundle,1,1,551,f50a5664ceed2a17,1.0,0.5982627578718784,1.4811827956989247,True,False,high,expected to preserve stable API/import context with limited semantic contamination,target plus local import context and resolved import-file front matter,astropy/units/quantity.py,Quantity._result_as_quantity
